SOURCE_SYSTEM,REGION,COUNTRY,Priority_Brand,GMC_Category_Code,GMC_Category_Name,GMC_Subcategory_Code,GMC_Subcategory_Name,GMC_BRAND_CODE,GMC_BRAND_B1,B2_SUBBRAND_CODE2,B2_SUBBRAND2,SOURCE_BRAND_NAME,Source_Brand_Code,Source_Subcategory_Name,Source_Subcategory_Code,Source_Category_Name,Source_Category_Code,Source_Need_State,Mapping_Quality
Perfect Store Rebase,APAC,India,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Iconic Classics,,Essential Health,,,
Perfect Store Rebase,APAC,India,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Iconic Classics,,Essential Health,,,
Perfect Store Rebase,APAC,India,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Iconic Classics,,Essential Health,,,
Perfect Store Rebase,APAC,India,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,New Baby / New Born,,Essential Health,,,
TSKU (TDP),APAC,India,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,,,Baby Toiletries,,Baby Care,
Clavis,APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Cleanser,,Baby Skin Care,,Baby,
Clavis,APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Lotion,,Baby Skin Care,,Baby,
Clavis,APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Oil,,Baby Skin Care,,Baby,
Clavis,APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Powder,,Baby Skin Care,,Baby,
Clavis,APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Lotion,,Body,,Beauty,
Perfect Store Rebase,APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Cleansers,,Baby,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Cleansers,,Baby,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Lotion/Cream,,Baby,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Lotion/Cream,,Baby,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Oil,,Baby,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Powder,,Baby,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Powder,,Baby,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,Cotton Buds/Swabs,,Baby,,,
TSKU (TDP),APAC,Japan,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby,,,,Baby Toiletries,,Baby Care,
Perfect Store Dashboard,EMEA,United Kingdom,,C40008,Baby Toiletries,,,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Toiletries,,Baby,,,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,C50027,Baby Cleanser Liquids ,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Bath & Baby Wash,,Baby & Toddler Toiletries,,Baby & Toddler,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,C50032,Baby Body Care Lotions,B10004,Johnson's Baby,,,Johnson's Baby,,"Baby Lotions, Creams & Oils",,Baby & Toddler Toiletries,,Baby & Toddler,1
Profitero,EMEA,United Kingdom,,C40009,Baby Wipes,C50037,Bottom Wipes,B10004,Johnson's Baby,,,Johnson's Baby,,Baby Nappy Wipes,,Baby Nappy Wipes,,Essential Health,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,C50027,Baby Cleanser Liquids ,B10004,Johnson's Baby,,,Johnson's Baby,,Bath,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,C50036,Baby Shampoo,B10004,Johnson's Baby,,,Johnson's Baby,,Hair Care,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,C50032,Baby Body Care Lotions,B10004,Johnson's Baby,,,Johnson's Baby,,Milks/Lotions,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,C50034,Baby Body Care Oil,B10004,Johnson's Baby,,,Johnson's Baby,,Oil,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,0,0,B10004,Johnson's Baby,,,Johnson's Baby,,,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,0,0,B10004,Johnson's Baby,,,Johnson's Baby,,baby & child toiletries,,bathing & changing,,baby & child,1
Profitero,EMEA,United Kingdom,,C40041,Conditioner,C50041,Conditioner,B10004,Johnson's Baby,,,Johnson's Baby,,Conditioner,,Hair Care,,Skin Care,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,C50027,Baby Cleanser Liquids ,B10004,Johnson's Baby,,,Johnson's Baby,,Bathing,,Health & Baby Care,,Baby Products,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,C50027,Baby Cleanser Liquids ,B10004,Johnson's Baby,,,Johnson's Baby,,Bathing,,Health & Baby Care,,Baby Products,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,0,0,B10004,Johnson's Baby,,,Johnson's Baby,,Skincare,,Health & Baby Care,,Baby Products,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,0,0,B10004,Johnson's Baby,,,Johnson's Baby,,,,,,Essential Health,1
TSKU (TDP),EMEA,United Kingdom,,C40008,Baby Toiletries,,,B10004,Johnson's Baby,,,Johnson's Baby,,,,Baby Toiletries,,Baby Care,1
TSKU (TDP),EMEA,United Kingdom,,C40008,Baby Toiletries,,,B10004,Johnson's Baby,,,Johnson's Baby,,,,Baby Toiletries,,Baby Care,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Clavis,APAC,China,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby/????,,Bath/???,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby/????,,Combo/??,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby/????,,Conditioner/???,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby/????,,Facial Cleanser/???,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby/????,,Lotion/moisturizer/??/??,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby/????,,Nappy cream/???,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby/????,,Oil/???,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby/????,,Powder/???,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby/????,,Shampoo/???,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby/????,,Soap/??,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby/????,,TTT/?????,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby/????,,Suncare/??,,Suncare/??,,Face Care,
Clavis,APAC,China,1,,,,,B10004,Johnson's Baby,,,Johnson's Baby/????,,Wipes/??,,Wipes/??,,Baby Wipes,
Perfect Store Rebase,APAC,Japan,,,,,,B10024,Johnson's Adult,,,Johnson's Body Care,,Body Care Moisturizing,,Beauty,,,
Perfect Store Rebase,APAC,Japan,,,,,,B10024,Johnson's Adult,,,Johnson's Body Care,,Body Care Moisturizing,,Beauty,,,
Perfect Store Rebase,APAC,Japan,,,,,,B10024,Johnson's Adult,,,Johnson's Body Care,,Body Care Moisturizing,,Beauty,,,
Perfect Store Dashboard,EMEA,United Kingdom,,C40052,Kids/Child Care,,,B10004,Johnson's Baby,,,Johnsons Kids,,Kids Toiletries,,Baby,,,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Joudivision,,,,Tampons,C40055,Women's Health,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kaufmann,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Kneipp,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profitero,EMEA,United Kingdom,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,Labo Labo,,,,Bath & Body,,Beauty,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lacalut,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lacalut,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lacalut,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),NA,United States,,Other Digestive Health,,,Lactose Intolerance ,B10030,Lactaid,,,LACTAID,,LACTOSE INTOLERANCE SUPPLEMENTS,,DIGESTIVE HEALTH,,DIGESTIVE HEALTH,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lansinoh,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Lavera,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),NA,United States,,Body Cleansing,,,Adult Body Cleansing,B10025,Le Petit Marseillais,,,LE PETIT MARSEILIAIS,,ADULT BODY CLEANSING LIQUID,,BODY CLEANSING,,BODY CARE,1
TSKU (TDP),NA,United States,,Hand Body & Foot Moisturizing,,,Adult Body Moisturizing,B10025,Le Petit Marseillais,,,LE PETIT MARSEILIAIS,,BODY MOISTURISING,,HAND BODY & FOOT MOISTURISING,,BODY CARE,1
TSKU (TDP),NA,United States,,Hand Body & Foot Moisturizing,,,Hand Moisturizing,B10025,Le Petit Marseillais,,,LE PETIT MARSEILIAIS,,HAND MOISTURISING,,HAND BODY & FOOT MOISTURISING,,BODY CARE,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,,,BODY CLEANSING,,,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Adult Body Moisturisers,,Body Care,
TSKU (TDP),EMEA,Germany,,,"HAND, BODY & FOOT MOISTURIZING",,,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Adult Body Moisturisers,,Body Care,
TSKU (TDP),EMEA,Germany,,,KIDS/CHILD CARE,,,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Baby Toiletries,,Baby Care,
TSKU (TDP),EMEA,Germany,,,BABY TOILETRIES,,,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Baby Toiletries,,Baby Care,
TSKU (TDP),EMEA,Germany,,,FACIAL MOISTURIZERS & TREATMENTS,,,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Face Care Medicated,,Facial Care,
TSKU (TDP),EMEA,Germany,,,,,,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Face Care Regular,,Facial Care,
TSKU (TDP),EMEA,Germany,,,"HAND, BODY & FOOT MOISTURIZING",,,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Hand Moisturisers,,Body Care,
TSKU (TDP),EMEA,Germany,,,,,,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Lip Care,,Lip Care,
TSKU (TDP),EMEA,Germany,,,SHAMPOO,,,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Medicated Shampoo,,Hair Care,
TSKU (TDP),EMEA,Germany,,,SHAMPOO,,,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Regular Shampoo,,Hair Care,
Profitero,EMEA,United Kingdom,,C40010,Body Cleansing,C50009,Adult Body Cleansing,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,Shower,,Adult Body Cleansing,,Skin Care,1
Profitero,EMEA,United Kingdom,,C40010,Body Cleansing,C50009,Adult Body Cleansing,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,Cleansers,,Bath & Body,,Beauty,1
Profitero,EMEA,United Kingdom,,C40010,Body Cleansing,C50009,Adult Body Cleansing,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,Cleansers,,Bath & Body,,Beauty,1
Profitero,EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,Adult Body Moisturising,,Hand/Body/Foot Moisturising,,Skin Care,1
Profitero,EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50066,Hand Moisturizing,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,Hand Moisturising,,Hand/Body/Foot Moisturising,,Skin Care,1
TSKU (TDP),EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Adult Body Moisturisers,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Adult Body Moisturisers,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,,C40008,Baby Toiletries,,,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Baby Toiletries,,Baby Care,1
TSKU (TDP),EMEA,United Kingdom,,C40008,Baby Toiletries,,,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Baby Toiletries,,Baby Care,1
TSKU (TDP),EMEA,United Kingdom,,C40045,Facial Moisturizers & Treatments,C50095,Regular Facial Moisturizers,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Face Care Regular,,Facial Care,1
TSKU (TDP),EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50066,Hand Moisturizing,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Hand Moisturisers,,Body Care,1
