SOURCE_SYSTEM,REGION,COUNTRY,Priority_Brand,GMC_Category_Code,GMC_Category_Name,GMC_Subcategory_Code,GMC_Subcategory_Name,GMC_BRAND_CODE,GMC_BRAND_B1,B2_SUBBRAND_CODE2,B2_SUBBRAND2,SOURCE_BRAND_NAME,Source_Brand_Code,Source_Subcategory_Name,Source_Subcategory_Code,Source_Category_Name,Source_Category_Code,Source_Need_State,Mapping_Quality
Profitero,EMEA,United Kingdom,,C40065,Sun Protection,0,0,B10061,Piz Buin,,,Piz Buin,,Sun Protection,,Sun Care,,Skin Care,1
Profitero,EMEA,United Kingdom,,C40065,Sun Protection,0,0,B10061,Piz Buin,,,Piz Buin,,sun cream,,travel health,,health & pharmacy,1
Profitero,EMEA,United Kingdom,,C40065,Sun Protection,0,0,B10061,Piz Buin,,,Piz Buin,,,,,,Skin,1
TSKU (TDP),EMEA,United Kingdom,,C40033,After Sun,C50013,After Sun,B10061,Piz Buin,,,Piz Buin,,,,Aftersun,,Sun Care,1
TSKU (TDP),EMEA,United Kingdom,,C40065,Sun Protection,,,B10061,Piz Buin,,,Piz Buin,,,,Sun Protection,,Sun Care,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),NA,United States,,Mouthwash,,,Adult Mouthwash,B10097,Plax,,,PLAX,,MOUTHWASH,,ORAL CARE,,ORAL CARE,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),NA,United States,,Antibiotic Ointments,,,Antibiotic Ointments,B10040,Polysporin,,,POLYSPORIN,,ANTIBIOTIC OINTMENTS,,WOUND CARE,,WOUND CARE,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,India,,,,,,,,,,Premium,,null,,Premium,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,Japan,,,,,,,,,,PROD_HIER_L4,,PROD_HIER_L5,,PROD_HIER_L3,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Prokudent,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Prokudent,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Prokudent,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,,,INTERNAL ANALGESICS,,,,,,,Prontopyrin,,,,Adult Analgesics,,Pain Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LATAM Perfect Store,LATAM,Brazil,,,,,,B10046,Reach,,,Reach,,,,,,,
TSKU (TDP),LATAM,Brazil,,,,,,B10046,Reach,,,Reach,,,,Mouthwash,,Oral Care,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,,,ALLERGY CARE,,,B10039,Reactine,,,Reactine,,,,Allergy,,Allergy Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,India,,,,,,B10018,Rogaine / Regaine,,,Regaine,,Regaine Hair Treatment 2%,,Beauty Care,,,
Perfect Store Rebase,APAC,India,,,,,,B10018,Rogaine / Regaine,,,Regaine,,Regaine Hair Treatment 5%,,Beauty Care,,,
Profitero,EMEA,United Kingdom,,C40047,Hair Regrowth,C50063,Hair Regrowth,B10018,Rogaine / Regaine,,,Regaine,,,,,,Skin Care,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),NA,United States,,,,,,,,,,REM BRAND,,ALLERGY ANTI ITCH,,ALLERGY CARE,,ALLERGY CARE,
TSKU (TDP),NA,United States,,,,,,,,,,REM J&J BR,,ALLERGY ANTI ITCH,,ALLERGY CARE,,ALLERGY CARE,
TSKU (TDP),NA,United States,,,,,,,,,,REM J&J BR,,PEDIATRIC CCFS,,COUGH & COLD CARE,,COLD & COUGH,
TSKU (TDP),NA,United States,,,,,,,,,,REM J&J BR,,CONDITIONER,,HAIR CARE,,HAIR CARE,
TSKU (TDP),NA,United States,,,,,,,,,,REM J&J BR,,SHAMPOO,,HAIR CARE,,HAIR CARE,
TSKU (TDP),NA,United States,,,,,,,,,,REM J&J BR,,STYLING AIDS,,HAIR CARE,,HAIR CARE,
TSKU (TDP),NA,United States,,,,,,,,,,REM J&J BR,,NON-ACNE FMT,,NON-ACNE FACE CARE,,FACIAL CARE,
TSKU (TDP),NA,United States,,,,,,,,,,REM J&J BR,,EXTERNAL ANALGESICS OTC,,PAIN & SLEEP,,PAIN CARE,
TSKU (TDP),NA,United States,,,,,,,,,,REM J&J BR,,BABFA,,WOUND CARE,,WOUND CARE,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),LATAM,Brazil,,,,,,,,,,Resprin,,,,Cold & Flu,,Cough & Cold,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Rewe,,,,Liners,C40053,Women's Health,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Rewe,,,,Napkins,C40031,Women's Health,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Rewe,,,,Tampons,C40055,Women's Health,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),NA,United States,,Allergy Care,,,Adult Allergy Non Anti Itch,B10031,Rhinocort / Pulmicort,,,RHINOCORT,,ADULT ALLERGY,,ALLERGY CARE,,ALLERGY CARE,1
TSKU (TDP),NA,United States,,Allergy Care,,,Pediatric Allergy Non Anti Itch,B10031,Rhinocort / Pulmicort,,,RHINOCORT,,PEDIATRIC ALLERGY,,ALLERGY CARE,,ALLERGY CARE,1
TSKU (TDP),APAC,China,,,,,,B10031,Rhinocort / Pulmicort,,,Rhinocort / Pulmicort,,,,Allergy,,Allergy Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),NA,United States,,,,,,,,,,RHULISPRAY,,ALLERGY ANTI ITCH,,ALLERGY CARE,,ALLERGY CARE,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LATAM Perfect Store,LATAM,Brazil,,,,,,B10087,RoC,,,RoC,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),NA,United States,,Hair Regrowth,,,Hair Regrowth,B10018,Rogaine / Regaine,,,ROGAINE,,MENS HAIR REGROWTH,,HAIR REGROWTH,,THERAPEUTIC HAIR CARE,1
TSKU (TDP),NA,United States,,Hair Regrowth,,,Hair Regrowth,B10018,Rogaine / Regaine,,,ROGAINE,,WOMENS HAIR REGROWTH,,HAIR REGROWTH,,THERAPEUTIC HAIR CARE,1
TSKU (TDP),EMEA,Germany,,,HAIR REGROWTH,,,B10018,Rogaine / Regaine,,,Rogaine / Regaine,,,,Hair Re-growth,,Therapeutic Hair Care,
TSKU (TDP),EMEA,United Kingdom,,C40047,Hair Regrowth,C50063,Hair Regrowth,B10018,Rogaine / Regaine,,,Rogaine / Regaine,,,,Hair Re-growth,,Therapeutic Hair Care,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanature,,,,Liners,C40053,Women's Health,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanature,,,,Napkins,C40031,Women's Health,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sanosan,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,India,,,,,,,,,,Sanpro,,null,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,,,,,Sanpro,,Sanpro,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,Sanpro,,SF Dry Max,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,Sanpro,,SF Secure,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,Sanpro,,Stayfree,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,Sanpro,,StayFree,,Sanpro,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Saubar,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sebamed,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sensident,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sensident,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sensident,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sensodyne,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sensodyne,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Sensodyne,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,SF Dry Max,,SF Advanced All Nights,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,SF Dry Max,,SF Dry Max All Nights,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,SF Dry Max,,SF Dry Max Ultrathins,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,SF Dry Max,,SF UT ADVANCED XL,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,SF Dry Max,,SF UT DRYMAX XL,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,SF Secure,,SF Secure Cottony,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,SF Secure,,SF Secure Cottony XL,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,SF Secure,,SF Secure Dry Exl Wings,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,SF Secure,,SF Secure Dry UT,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,SF Secure,,SF Secure Dry Wings,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,SF Secure,,Stayfree Secure Nights,,Sanpro,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),NA,United States,1,Sleep Aids,,,Sleep Aids,B10002,Tylenol,,,SIMPLY SLEEP,,SLEEP AIDS,,PAIN & SLEEP,,PAIN CARE,1
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),LATAM,Brazil,,,,,,B10055,Sinutab,,,Sinutab,,,,Cold & Flu,,Cough & Cold,
Profitero,EMEA,United Kingdom,,C40012,Cold & Cough,C50067,Head / Decongestants,B10055,Sinutab,,,Sinutab,,Decongestants,,Cough and Cold,,Self Care,1
TSKU (TDP),EMEA,United Kingdom,,C40012,Cold & Cough,C50067,Head / Decongestants,B10055,Sinutab,,,Sinutab,,,,Decongestants,,Cough & Cold,1
Perfect Store Dashboard,EMEA,United Kingdom,,C40012,Cold & Cough,C50067,Head / Decongestants,B10055,Sinutab,,,Sinutab Ii,,Decongestants,,OTC,,,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,India,,,,,,,,,,Small Packs,,null,,Small Packs,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LATAM Perfect Store,LATAM,Brazil,,,,,,B10011,Stayfree,,,Stayfree,,,,,,,
TSKU (TDP),LATAM,Brazil,,,,,,B10011,Stayfree,,,Stayfree,,,,Napkins,,Feminine Care,
Clavis,APAC,India,,,,,,B10011,Stayfree,,,Stayfree,,Menstrual,,Sanpro,,Women's Health,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,Stayfree,,Dry Max,,Essential Health,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,Stayfree,,Secure,,Essential Health,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,Stayfree,,Secure,,Essential Health,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,Stayfree,,Secure,,Essential Health,,,
Perfect Store Rebase,APAC,India,,,,,,B10011,Stayfree,,,Stayfree,,Secure,,Essential Health,,,
TSKU (TDP),APAC,India,,,,,,B10011,Stayfree,,,Stayfree,,,,Napkins,,Feminine Care,
TSKU (TDP),APAC,India,,,,,,B10011,Stayfree,,,Stayfree,,,,Tampons,,Feminine Care,
Clavis,APAC,India,,,,,,B10011,Stayfree,,,Stayfree - New,,Menstrual,,Sanpro,,Women's Health,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profitero,EMEA,United Kingdom,,C40015,Digestive Health,C50023,Anti-Nausea,B10110,Stugeron,,,Stugeron,,,,Digestive health,,Self Care,1
TSKU (TDP),EMEA,United Kingdom,,C40015,Digestive Health,C50023,Anti-Nausea,B10110,Stugeron,,,Stugeron,,,,Anti Nausea,,Digestive Health,1
Perfect Store Dashboard,EMEA,United Kingdom,,C40012,Cold & Cough,C50067,Head / Decongestants,B10023,Sudafed,,,Sudafed,,Decongestants,,OTC,,,1
Profitero,EMEA,United Kingdom,,C40003,Allergy Care,C50016,Adult Allergy Non Anti Itch,B10023,Sudafed,,,Sudafed,,,,Allergy,,Self Care,1
Profitero,EMEA,United Kingdom,,C40051,Internal Analgesics,C50011,Adult Internal Analgesics,B10023,Sudafed,,,Sudafed,,Adult Analgesics,,Analgesics,,Self Care,1
Profitero,EMEA,United Kingdom,,C40012,Cold & Cough,C50067,Head / Decongestants,B10023,Sudafed,,,Sudafed,,Decongestants,,Cough and Cold,,Self Care,1
Profitero,EMEA,United Kingdom,,C40051,Internal Analgesics,C50011,Adult Internal Analgesics,B10023,Sudafed,,,Sudafed,,pain,,medicines & treatments,,health & pharmacy,1
Profitero,EMEA,United Kingdom,,C40012,Cold & Cough,C50067,Head / Decongestants,B10023,Sudafed,,,Sudafed,,,,,,Health & Wellbeing,1
TSKU (TDP),EMEA,United Kingdom,,C40012,Cold & Cough,C50067,Head / Decongestants,B10023,Sudafed,,,Sudafed,,,,Decongestants,,Cough & Cold,1
TSKU (TDP),NA,United States,,Cold & Cough,,,Multi Symptoms,B10023,Sudafed,,,SUDAFED,,ADULT CCFS,,COUGH & COLD CARE,,COLD & COUGH,0
TSKU (TDP),NA,United States,,Cold & Cough,,,Pediatric Cold & Cough,B10023,Sudafed,,,SUDAFED,,PEDIATRIC CCFS,,COUGH & COLD CARE,,COLD & COUGH,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LATAM Perfect Store,LATAM,Brazil,,,,,,,,,,Sundown,,,,,,,
TSKU (TDP),LATAM,Brazil,,,,,,,,,,Sundown,,,,Facial Regular Moisturisers,,Facial Care,
TSKU (TDP),LATAM,Brazil,,,,,,,,,,Sundown,,,,Sun Protection,,Sun Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
